U35;U36;U37;U38;U39;U40;U41;U42;U43;U44;U45;U46;U47;U48;U49;U50;U51;U52;U53;U54;U55;U56;U57;U59;U62;U91;U92;U97;U103;U104;B130;B131;B132;B133;B134;B135;B136;B137;B138;B139;B140;B141;B142;B143;B144;B146;B147;B148;B149;B150;B151;B152;B194;B197;B201;Up3;Up4;Up10;Up11;Up12;Up24;Up25;Up26;Up27;Up28;Up29;Up30;Up31;Up32;Up52;Up53;T11;T12;T13;T14;T15;T16;T17;T18;T32;M1;M2;M0;,Loss,2025,400,1455,0,0
U35;U36;U37;U38;U39;U40;U41;U42;U43;U44;U45;U46;U47;U48;U49;U50;U51;U52;U53;U54;U55;U56;U57;U59;U62;U91;U92;U97;U103;U104;B130;B131;B132;B133;B134;B135;B136;B137;B138;B139;B140;B141;B142;B143;B144;B146;B147;B148;B149;B150;B151;B152;B194;B197;B201;Up3;Up4;Up10;Up11;Up12;Up24;Up25;Up26;Up27;Up28;Up29;Up30;Up31;Up32;Up52;Up53;T11;T12;T13;T14;T15;T16;T17;T18;T32;M1;M2;M0;,Loss,2150,200,785,0,0
U35;U36;U37;U38;U39;U40;U41;U42;U43;U44;U45;U46;U47;U48;U49;U50;U51;U52;U53;U54;U55;U56;U57;U59;U62;U91;U92;U97;U103;U104;B130;B131;B132;B133;B134;B135;B136;B137;B138;B139;B140;B141;B142;B143;B144;B146;B147;B148;B149;B150;B151;B152;B194;B197;B201;Up3;Up4;Up10;Up11;Up12;Up24;Up25;Up26;Up27;Up28;Up29;Up30;Up31;Up32;Up52;Up53;T11;T12;T13;T14;T15;T16;T17;T18;T32;M1;M2;M0;,Loss,2400,400,1125,0,0
U35;U36;U37;U38;U39;U40;U41;U42;U43;U44;U45;U46;U47;U48;U49;U50;U51;U52;U53;U54;U55;U56;U57;U59;U62;U91;U92;U97;U103;U104;B130;B131;B132;B133;B134;B135;B136;B137;B138;B139;B140;B141;B142;B143;B144;B146;B147;B148;B149;B150;B151;B152;B194;B197;B201;Up3;Up4;Up10;Up11;Up12;Up24;Up25;Up26;Up27;Up28;Up29;Up30;Up31;Up32;Up52;Up53;T11;T12;T13;T14;T15;T16;T17;T18;T32;M1;M2;M0;,Loss,2275,0,960,0,0
U35;U36;U37;U38;U39;U40;U41;U42;U43;U44;U45;U46;U47;U48;U49;U50;U51;U52;U53;U54;U55;U56;U57;U59;U62;U91;U92;U97;U103;U104;B130;B131;B132;B133;B134;B135;B136;B137;B138;B139;B140;B141;B142;B143;B144;B146;B147;B148;B149;B150;B151;B152;B194;B197;B201;Up3;Up4;Up10;Up11;Up12;Up24;Up25;Up26;Up27;Up28;Up29;Up30;Up31;Up32;Up52;Up53;T11;T12;T13;T14;T15;T16;T17;T18;T32;M1;M2;M0;,Loss,17975,12900,2200,0,0
U35;U36;U37;U38;U39;U40;U41;U42;U43;U44;U45;U46;U47;U48;U49;U50;U51;U52;U53;U54;U55;U56;U57;U59;U62;U91;U92;U97;U103;U104;B130;B131;B132;B133;B134;B135;B136;B137;B138;B139;B140;B141;B142;B143;B144;B146;B147;B148;B149;B150;B151;B152;B194;B197;B201;Up3;Up4;Up10;Up11;Up12;Up24;Up25;Up26;Up27;Up28;Up29;Up30;Up31;Up32;Up52;Up53;T11;T12;T13;T14;T15;T16;T17;T18;T32;M1;M2;M0;,Loss,1300,0,365,0,0
U35;U36;U37;U38;U39;U40;U41;U42;U43;U44;U45;U46;U47;U48;U49;U50;U51;U52;U53;U54;U55;U56;U57;U59;U62;U91;U92;U97;U103;U104;B130;B131;B132;B133;B134;B135;B136;B137;B138;B139;B140;B141;B142;B143;B144;B146;B147;B148;B149;B150;B151;B152;B194;B197;B201;Up3;Up4;Up10;Up11;Up12;Up24;Up25;Up26;Up27;Up28;Up29;Up30;Up31;Up32;Up52;Up53;T11;T12;T13;T14;T15;T16;T17;T18;T32;M1;M2;M0;,Loss,2250,600,1340,0,0
U35;U36;U37;U38;U39;U40;U41;U42;U43;U44;U45;U46;U47;U48;U49;U50;U51;U52;U53;U54;U55;U56;U57;U59;U62;U91;U92;U97;U103;U104;B130;B131;B132;B133;B134;B135;B136;B137;B138;B139;B140;B141;B142;B143;B144;B146;B147;B148;B149;B150;B151;B152;B194;B197;B201;Up3;Up4;Up10;Up11;Up12;Up24;Up25;Up26;Up27;Up28;Up29;Up30;Up31;Up32;Up52;Up53;T11;T12;T13;T14;T15;T16;T17;T18;T32;M1;M2;M0;,Loss,1850,0,495,0,0
U35;U36;U37;U38;U39;U40;U41;U42;U43;U44;U45;U46;U47;U48;U49;U50;U51;U52;U53;U54;U55;U56;U57;U59;U62;U91;U92;U97;U103;U104;B130;B131;B132;B133;B134;B135;B136;B137;B138;B139;B140;B141;B142;B143;B144;B146;B147;B148;B149;B150;B151;B152;B194;B197;B201;Up3;Up4;Up10;Up11;Up12;Up24;Up25;Up26;Up27;Up28;Up29;Up30;Up31;Up32;Up52;Up53;T11;T12;T13;T14;T15;T16;T17;T18;T32;M1;M2;M0;,Loss,2200,400,1205,0,0
U35;U36;U37;U38;U39;U40;U41;U42;U43;U44;U45;U46;U47;U48;U49;U50;U51;U52;U53;U54;U55;U56;U57;U59;U62;U91;U92;U97;U103;U104;B130;B131;B132;B133;B134;B135;B136;B137;B138;B139;B140;B141;B142;B143;B144;B146;B147;B148;B149;B150;B151;B152;B194;B197;B201;Up3;Up4;Up10;Up11;Up12;Up24;Up25;Up26;Up27;Up28;Up29;Up30;Up31;Up32;Up52;Up53;T11;T12;T13;T14;T15;T16;T17;T18;T32;M1;M2;M0;,Loss,2625,1000,1150,0,0
